planName,clientType,registrationMode,duration,netSales,netProfit,age,accident
B,Basic,Online,31,28,0,36,0
B,Basic,Online,29,34,0,36,0
B,Basic,Online,5,34,0,36,0
B,Basic,Online,14,97,0,34,0
B,Basic,Online,68,20,0,36,0
B,Basic,Online,147,91,0,45,0
B,Basic,Online,6,80,0,36,0
B,Basic,Online,84,20,0,36,0
B,Basic,Online,17,77,0,36,0
B,Basic,Online,25,34,0,36,0
B,Basic,Online,148,20,0,36,0
B,Basic,Online,22,47,0,36,0
B,Basic,Online,5,25,0,40,0
B,Basic,Online,68,73,0,40,0
B,Basic,Online,7,20,0,43,0
B,Basic,Online,9,112,0,36,0
B,Basic,Online,68,69,0,40,0
B,Basic,Online,58,0,0,36,0
B,Basic,Online,24,20,0,36,0
K,Basic,Online,14,21,0,47,0
K,Basic,Online,5,10,0,36,0
K,Basic,Online,37,80,0,36,0
K,Basic,Online,5,18,0,23,0
K,Basic,Online,17,80,0,36,0
K,Basic,Online,11,10,0,30,0
K,Basic,Online,5,27,0,36,0
K,Basic,Online,4,10,0,36,0
K,Basic,Online,2,0,0,36,0
K,Basic,Online,44,77,0,49,0
K,Basic,Online,15,44,0,36,0
K,Basic,Online,14,20,0,36,0
K,Basic,Online,6,10,0,46,0
K,Basic,Online,64,128,0,64,0
K,Basic,Online,118,36,0,61,0
K,Basic,Online,48,80,0,29,0
K,Basic,Online,7,12,0,36,0
K,Basic,Online,6,13,0,36,0
K,Basic,Online,16,25,0,36,0
K,Basic,Online,116,11,0,36,0
K,Basic,Online,38,26,0,36,0
K,Basic,Online,38,58,0,36,0
K,Basic,Online,16,21,0,36,0
K,Basic,Online,27,21,0,36,0
K,Basic,Online,32,22,0,25,0
K,Basic,Online,14,69,0,32,0
K,Basic,Online,29,10,0,23,0
K,Basic,Online,16,38,0,36,0
K,Basic,Online,4,13,0,36,0
K,Basic,Online,9,10,0,30,0
K,Basic,Online,64,58,0,36,0
K,Basic,Online,4,44,0,36,0
K,Basic,Online,26,36,0,36,0
K,Basic,Online,54,10,0,20,0
K,Basic,Online,67,69,0,36,0
K,Basic,Online,23,33,0,36,0
K,Basic,Online,17,17,0,36,0
K,Basic,Online,75,10,0,31,0
K,Basic,Online,72,80,0,20,0
K,Basic,Online,4,56,0,36,0
K,Basic,Online,22,15,0,36,0
K,Basic,Online,67,35,0,36,0
K,Basic,Online,72,10,0,20,0
K,Basic,Online,40,12,0,36,0
K,Basic,Online,53,41,0,36,0
K,Basic,Online,59,22,0,36,0
K,Basic,Online,116,10,0,36,0
K,Basic,Online,8,12,0,36,0
K,Basic,Online,200,37,0,36,0
K,Basic,Online,11,26,0,36,0
A,Basic,Online,10,20,0,41,0
A,Basic,Online,12,45,0,27,0
A,Basic,Online,10,20,0,36,0
A,Basic,Online,3,20,0,36,0
A,Basic,Online,8,20,0,36,0
A,Basic,Online,9,20,0,45,0
Z,Premium,Online,38,39,15.6,118,0
Z,Premium,Online,62,31,12.4,118,0
Z,Premium,Online,96,31,12.4,118,0
Z,Premium,Online,5,31,12.4,118,0
Z,Premium,Online,64,31,12.4,118,0
Z,Basic,Online,36,58,22.04,48,0
Z,Basic,Online,32,48,18.24,48,0
P,Basic,Online,24,29,11.02,48,0
Z,Premium,Online,10,23,9.2,38,0
Z,Premium,Online,26,23,9.2,39,0
Z,Premium,Online,11,31,12.4,57,0
Z,Premium,Online,10,23,9.2,32,0
Z,Premium,Online,60,15,6,38,0
Z,Premium,Online,17,15,6,50,0
Z,Premium,Online,2,15,6,50,0
Z,Premium,Online,14,15,6,27,0
S,Basic,Online,53,44,28.6,63,0
S,Basic,Online,21,76.5,49.73,22,0
T,Basic,Online,3,26.5,17.23,32,0
W,Premium,Online,142,13.12,3.68,48,0
W,Premium,Online,142,4.12,1.16,48,0
W,Premium,Online,94,0.84,0.24,48,0
I,Premium,Online,14,26,9.1,51,0
I,Premium,Online,66,22,7.7,59,0
I,Premium,Online,37,18,6.3,66,0
I,Premium,Online,36,35,12.25,27,0
I,Premium,Online,36,0,12.25,48,0
I,Premium,Online,55,22,7.7,71,0
I,Premium,Online,36,35,12.25,48,0
I,Premium,Online,31,18,6.3,44,1
I,Premium,Online,51,30,10.5,58,0
I,Premium,Online,153,30,10.5,56,0
I,Premium,Online,6,22,7.7,31,0
I,Premium,Online,45,18,6.3,49,0
I,Premium,Online,35,18,6.3,27,0
I,Premium,Online,13,18,6.3,26,0
I,Premium,Online,6,18,6.3,72,0
I,Premium,Online,63,22,7.7,57,0
I,Premium,Online,38,44,15.4,42,0
I,Premium,Online,64,22,7.7,56,0
I,Premium,Online,37,26,9.1,57,0
I,Premium,Online,25,22,7.7,42,0
Z,Premium,Online,7,26,9.1,59,0
Z,Premium,Online,72,96,33.6,42,0
J,Premium,Online,15,33.5,8.38,44,0
J,Premium,Online,9,20,5,27,0
J,Premium,Online,72,69.5,17.38,30,0
J,Premium,Online,2,16.2,4.05,53,0
J,Premium,Online,6,21,5.25,29,0
J,Premium,Online,8,13.5,3.38,29,0
J,Premium,Online,25,65,16.25,36,0
J,Premium,Online,39,45.5,11.38,69,0
J,Premium,Online,5,16,4,37,0
J,Premium,Online,2,27,6.75,37,1
J,Premium,Online,5,16,4,38,0
R,Premium,Online,4,29,7.25,38,0
R,Premium,Online,12,62,15.5,35,0
R,Premium,Online,7,35.4,8.85,33,0
R,Premium,Online,7,46.8,11.7,33,0
R,Premium,Online,108,39,9.75,26,0
R,Premium,Online,107,0,9.75,26,0
N,Premium,Online,33,42.5,10.63,30,0
E,Premium,Online,389,216,54,67,0
E,Premium,Online,529,216,54,68,0
E,Premium,Online,406,216,54,46,0
E,Premium,Online,394,216,54,40,0
E,Premium,Online,373,216,54,35,0
E,Premium,Online,367,216,54,46,1
E,Premium,Online,385,259.2,64.8,47,0
Q,Basic,Online,29,9.9,5.94,51,0
Q,Basic,Online,9,39.6,23.76,51,0
Q,Basic,Online,36,69.3,41.58,63,0
Q,Basic,Online,11,39.6,23.76,47,0
Q,Basic,Online,36,89.1,53.46,31,0
Q,Basic,Online,17,39.6,23.76,46,0
Q,Basic,Online,23,168.3,100.98,31,0
Q,Basic,Online,10,29.7,17.82,30,0
Q,Basic,Online,7,59.4,35.64,28,0
Q,Basic,Online,35,89.1,53.46,57,0
Q,Basic,Online,1,9.9,5.94,30,0
Q,Basic,Online,44,89.1,53.46,50,0
Q,Basic,Online,225,59.4,35.64,31,0
Q,Basic,Online,4,19.8,11.88,34,0
Q,Basic,Online,28,99,59.4,67,0
B,Basic,Online,35,76,0,36,0
B,Basic,Online,13,0,0,36,0
B,Basic,Online,11,69,0,36,0
B,Basic,Online,11,52,0,36,0
B,Basic,Online,7,112,0,36,0
B,Basic,Online,13,20,0,54,0
B,Basic,Online,34,34,0,29,0
B,Basic,Online,15,70,0,36,0
B,Basic,Online,14,27,0,36,0
B,Basic,Online,18,38,0,32,0
B,Basic,Online,13,20,0,36,0
B,Basic,Online,9,101,0,36,0
B,Basic,Online,11,21,0,36,0
B,Basic,Online,23,112,0,28,0
B,Basic,Online,49,97,0,36,0
B,Basic,Online,9,24,0,57,0
B,Basic,Online,4,20,0,36,0
B,Basic,Online,7,27,0,36,0
B,Basic,Online,16,46,0,36,0
B,Basic,Online,5,20,0,36,0
B,Basic,Online,67,60,0,36,0
B,Basic,Online,16,20,0,36,0
B,Basic,Online,254,80,0,38,0
B,Basic,Online,69,20,0,47,0
B,Basic,Online,9,45,0,36,0
B,Basic,Online,15,28,0,36,0
B,Basic,Online,14,45,0,36,0
B,Basic,Online,60,55,0,48,0
B,Basic,Online,141,43,0,36,0
B,Basic,Online,37,20,0,36,0
B,Basic,Online,22,95,0,36,0
B,Basic,Online,22,35,0,36,0
B,Basic,Online,71,33,0,36,0
B,Basic,Online,24,27,0,36,0
B,Basic,Online,66,30,0,36,0
B,Basic,Online,34,165,0,67,0
B,Basic,Online,11,57,0,36,0
K,Basic,Online,28,20,0,36,0
K,Basic,Online,7,10,0,36,0
K,Basic,Online,8,10,0,27,0
K,Basic,Online,36,33,0,36,0
K,Basic,Online,19,10,0,25,0
K,Basic,Online,66,11,0,36,0
K,Basic,Online,32,10,0,36,0
K,Basic,Online,34,24,0,29,0
K,Basic,Online,3,12,0,36,0
K,Basic,Online,17,20,0,36,0
K,Basic,Online,3,16,0,36,0
K,Basic,Online,14,31,0,36,0
K,Basic,Online,40,10,0,36,0
K,Basic,Online,18,10,0,61,0
K,Basic,Online,6,10,0,36,0
K,Basic,Online,14,10,0,42,0
K,Basic,Online,24,20,0,36,0
K,Basic,Online,30,29,0,36,0
K,Basic,Online,36,10,0,36,0
K,Basic,Online,24,18,0,36,0
K,Basic,Online,6,10,0,31,0
K,Basic,Online,84,14,0,33,0
K,Basic,Online,63,58,0,36,0
K,Basic,Online,127,80,0,36,0
K,Basic,Online,3,17,0,36,0
K,Basic,Online,4,10,0,45,0
K,Basic,Online,14,21,0,36,0
K,Basic,Online,8,56,0,36,0
K,Basic,Online,83,35,0,36,0
K,Basic,Online,7,11,0,36,0
K,Basic,Online,11,15,0,36,0
K,Basic,Online,14,24,0,49,0
K,Basic,Online,7,10,0,36,0
K,Basic,Online,10,15,0,27,0
K,Basic,Online,14,22,0,36,0
K,Basic,Online,44,80,0,36,0
K,Basic,Online,6,10,0,36,0
K,Basic,Online,7,10,0,50,0
K,Basic,Online,3,16,0,36,0
K,Basic,Online,41,10,0,36,0
K,Basic,Online,1,10,0,36,0
K,Basic,Online,4,10,0,33,0
K,Basic,Online,4,10,0,40,0
K,Basic,Online,43,60,0,36,0
K,Basic,Online,16,15,0,36,0
K,Basic,Online,48,16,0,36,0
K,Basic,Online,39,23,0,36,0
K,Basic,Online,11,11,0,36,0
K,Basic,Online,56,11,0,34,0
K,Basic,Online,56,10,0,36,0
K,Basic,Online,73,16,0,36,0
K,Basic,Online,4,76,0,36,0
K,Basic,Online,12,27,0,36,0
K,Basic,Online,8,10,0,36,0
K,Basic,Online,56,10,0,36,0
K,Basic,Online,2,10,0,36,0
K,Basic,Online,85,14,0,36,0
K,Basic,Online,50,29,0,52,0
K,Basic,Online,55,27,0,36,0
K,Basic,Online,14,23,0,36,0
A,Basic,Online,30,20,0,36,0
A,Basic,Online,14,20,0,36,0
A,Basic,Online,58,28,0,26,0
A,Basic,Online,4,23,0,36,0
A,Basic,Online,10,20,0,36,0
A,Basic,Online,2,55,0,35,0
A,Basic,Online,2,107,0,34,0
A,Basic,Online,1,20,0,36,0
A,Basic,Online,2,20,0,36,0
A,Basic,Online,51,26,0,36,0
A,Basic,Online,34,20,0,32,0
Z,Premium,Online,9,31,12.4,118,0
Z,Premium,Online,22,31,12.4,118,0
Z,Premium,Online,75,62,24.8,118,0
Z,Basic,Online,10,28,10.64,48,0
Z,Basic,Online,10,28,10.64,48,0
Z,Premium,Online,14,31,12.4,33,0
Z,Premium,Online,7,15,6,26,0
F,Basic,Online,365,204.6,132.99,29,0
S,Basic,Online,31,58.5,38.02,60,0
S,Basic,Online,9,26.5,17.23,44,0
S,Basic,Online,19,40,26,36,0
W,Premium,Online,141,13.12,3.68,48,0
W,Premium,Online,36,0.88,0.25,48,0
W,Premium,Online,30,0.88,0.25,48,0
W,Premium,Online,31,0.88,0.25,48,0
W,Premium,Online,29,2.76,0.77,48,0
W,Premium,Online,141,13.12,3.68,48,0
I,Premium,Online,9,18,6.3,69,0
I,Premium,Online,156,22,7.7,30,0
I,Premium,Online,15,22,7.7,43,0
I,Premium,Online,44,30,10.5,61,0
I,Premium,Online,69,40,14,39,0
I,Premium,Online,23,22,7.7,39,0
I,Premium,Online,122,40,14,28,0
I,Premium,Online,21,40,14,60,0
I,Premium,Online,8,18,6.3,32,0
I,Premium,Online,14,33,11.55,45,0
I,Premium,Online,18,33,11.55,31,0
I,Premium,Online,50,26,9.1,49,0
I,Premium,Online,13,22,7.7,65,0
I,Premium,Online,62,87,30.45,38,0
Z,Premium,Online,9,45,15.75,75,0
Z,Premium,Online,62,83,29.05,61,0
Z,Premium,Online,7,0,9.1,39,0
M,Basic,Offline,50,29,9.57,118,0
B,Basic,Offline,16,39,0,118,0
J,Premium,Online,30,40,10,29,0
J,Premium,Online,8,24,6,26,0
J,Premium,Online,8,19.2,4.8,29,0
J,Premium,Online,30,33.5,8.38,26,1
J,Premium,Online,9,21,5.25,27,0
R,Premium,Online,17,48.5,12.13,71,0
R,Premium,Online,33,74.5,18.63,32,0
R,Premium,Online,6,29.5,7.38,32,0
R,Premium,Online,42,213,53.25,29,0
R,Premium,Online,4,29,7.25,40,1
R,Premium,Online,9,22.5,5.63,55,0
R,Premium,Online,10,39,9.75,40,0
R,Premium,Online,10,39,9.75,39,0
N,Premium,Online,13,88,22,41,0
E,Premium,Online,368,259.2,64.8,30,0
E,Premium,Online,368,259.2,64.8,30,0
E,Premium,Online,370,216,54,48,0
E,Premium,Online,364,216,54,37,0
E,Premium,Online,398,259.2,64.8,72,0
E,Premium,Online,398,0,48.3,72,0
Q,Basic,Online,17,69.3,41.58,38,0
Q,Basic,Online,23,29.7,17.82,32,0
Q,Basic,Online,22,0,17.82,29,0
Q,Basic,Online,48,59.4,35.64,45,0
Q,Basic,Online,33,19.8,11.88,55,0
Q,Basic,Online,3,19.8,11.88,54,0
Q,Basic,Online,39,39.6,23.76,31,0
Q,Basic,Online,28,19.8,11.88,50,0
Q,Basic,Online,19,49.5,29.7,41,0
Q,Basic,Online,9,9.9,5.94,38,0
Q,Basic,Online,10,39.6,23.76,31,0
Q,Basic,Online,44,29.7,17.82,55,0
Q,Basic,Online,4,29.7,17.82,37,0
Q,Basic,Online,23,69.3,41.58,31,0
Q,Basic,Online,21,79.2,47.52,58,0
Q,Basic,Online,31,79.2,47.52,41,0
B,Basic,Online,86,20,0,36,0
B,Basic,Online,21,25,0,36,0
B,Basic,Online,3,20,0,36,0
B,Basic,Online,70,112,0,36,0
B,Basic,Online,48,50,0,36,0
B,Basic,Online,23,20,0,36,0
B,Basic,Online,39,34,0,36,0
B,Basic,Online,10,20,0,36,0
B,Basic,Online,37,20,0,36,0
B,Basic,Online,38,35,0,36,0
B,Basic,Online,31,34,0,36,0
B,Basic,Online,55,35,0,36,0
B,Basic,Online,9,71,0,36,0
B,Basic,Online,3,24,0,36,0
B,Basic,Online,19,83,0,36,0
B,Basic,Online,15,20,0,36,0
B,Basic,Online,16,67,0,36,0
B,Basic,Online,35,20,0,36,0
B,Basic,Online,73,112,0,20,0
B,Basic,Online,34,20,0,36,0
B,Basic,Online,18,39,0,36,0
B,Basic,Online,50,44,0,36,0
B,Basic,Online,144,41,0,36,0
B,Basic,Online,77,37,0,36,0
B,Basic,Online,49,23,0,36,0
B,Basic,Online,67,20,0,36,0
B,Basic,Online,18,110,0,44,0
B,Basic,Online,20,28,0,36,0
B,Basic,Online,7,112,0,36,0
B,Basic,Online,8,28,0,36,0
B,Basic,Online,24,65,0,28,0
B,Basic,Online,68,45,0,36,0
B,Basic,Online,21,112,0,36,0
K,Basic,Online,107,12,0,36,0
K,Basic,Online,31,31,0,36,0
K,Basic,Online,16,40,0,36,0
K,Basic,Online,65,26,0,36,0
K,Basic,Online,42,80,0,36,0
K,Basic,Online,65,44,0,36,0
K,Basic,Online,44,10,0,36,0
K,Basic,Online,22,28,0,36,0
K,Basic,Online,53,15,0,34,0
K,Basic,Online,23,37,0,64,0
K,Basic,Online,12,10,0,55,0
K,Basic,Online,2,10,0,36,0
K,Basic,Online,20,37,0,36,0
K,Basic,Online,7,24,0,36,0
K,Basic,Online,2,10,0,61,0
K,Basic,Online,2,10,0,36,0
K,Basic,Online,74,71,0,31,0
K,Basic,Online,10,12,0,33,0
K,Basic,Online,31,20,0,36,0
K,Basic,Online,8,28,0,36,0
K,Basic,Online,16,13,0,36,0
K,Basic,Online,30,16,0,36,0
K,Basic,Online,5,21,0,36,0
K,Basic,Online,7,67,0,36,0
K,Basic,Online,2,10,0,61,0
K,Basic,Online,4,30,0,36,0
K,Basic,Online,9,12,0,36,0
K,Basic,Online,7,10,0,36,0
K,Basic,Online,10,10,0,57,0
K,Basic,Online,50,20,0,36,0
K,Basic,Online,36,10,0,36,0
K,Basic,Online,64,10,0,43,0
A,Basic,Online,15,20,0,27,0
A,Basic,Online,3,20,0,36,0
A,Basic,Online,2,20,0,36,0
A,Basic,Online,51,67,0,36,0
A,Basic,Online,63,60,0,27,0
A,Basic,Online,53,20,0,36,0
A,Basic,Online,41,20,0,44,0
A,Basic,Online,30,34,0,36,0
A,Basic,Online,20,22,0,36,0
A,Basic,Online,65,25,0,21,0
Z,Premium,Online,5,15,6,67,0
U,Basic,Online,28,0,50.7,31,0
U,Basic,Online,28,78,50.7,31,0
U,Basic,Online,28,78,50.7,34,0
U,Basic,Online,34,25,16.25,31,0
U,Basic,Online,34,25,16.25,35,0
W,Premium,Online,160,2.76,0.77,48,0
W,Premium,Online,14,1.35,0.38,48,0
W,Premium,Online,141,4.12,1.16,48,0
W,Premium,Online,13,6.95,1.95,48,0
I,Premium,Online,65,22,7.7,39,0
I,Premium,Online,59,26,9.1,33,0
I,Premium,Online,36,0,14,27,0
I,Premium,Online,3,18,6.3,63,0
I,Premium,Online,4,22,7.7,32,0
I,Premium,Online,10,30,10.5,37,0
I,Premium,Online,67,33,11.55,47,0
I,Premium,Online,121,44,15.4,31,0
I,Premium,Online,25,18,6.3,29,0
I,Premium,Online,66,26,9.1,66,0
I,Premium,Online,43,35,12.25,50,0
Z,Premium,Online,43,87,30.45,33,0
Z,Premium,Online,13,121,42.35,42,0
J,Premium,Online,17,16,4,41,0
J,Premium,Online,13,20,5,27,0
J,Premium,Online,88,81,20.25,23,0
J,Premium,Online,11,33.5,8.38,28,0
J,Premium,Online,7,21,5.25,51,0
J,Premium,Online,34,68.5,17.13,42,0
J,Premium,Online,88,0,17.13,23,0
J,Premium,Online,7,16,4,53,0
J,Premium,Online,183,32.4,8.1,45,0
J,Premium,Online,15,53,13.25,36,0
J,Premium,Online,53,20,5,28,0
J,Premium,Online,115,33.5,8.38,40,1
J,Premium,Online,64,60,15,24,0
J,Premium,Online,115,33.5,8.38,35,1
J,Premium,Online,25,27,6.75,43,0
R,Premium,Online,10,78,19.5,33,0
R,Premium,Online,44,62,15.5,31,0
R,Premium,Online,40,81.5,20.38,46,0
R,Premium,Online,16,39,9.75,22,0
R,Premium,Online,15,29.5,7.38,28,0
R,Premium,Online,57,72,18,26,1
R,Premium,Online,6,27,6.75,23,0
R,Premium,Online,20,62,15.5,54,0
R,Premium,Online,5,22.5,5.63,34,1
R,Premium,Online,10,39,9.75,61,0
E,Premium,Online,420,216,54,61,0
E,Premium,Online,374,216,54,29,0
E,Premium,Online,377,193.2,48.3,25,0
E,Premium,Online,376,216,54,34,0
E,Premium,Online,367,161,40.25,54,0
Q,Basic,Online,30,39.6,23.76,39,0
Q,Basic,Online,9,29.7,17.82,31,0
Q,Basic,Online,39,99,59.4,40,0
Q,Basic,Online,20,0,41.58,28,0
Q,Basic,Online,57,29.7,17.82,30,0
Q,Basic,Online,20,59.4,35.64,34,0
Q,Basic,Online,55,69.3,41.58,51,0
Q,Basic,Online,53,49.5,29.7,52,0
Q,Basic,Online,19,59.4,35.64,49,0
Q,Basic,Online,43,69.3,41.58,54,0
Q,Basic,Online,65,99,59.4,34,0
Q,Basic,Online,51,59.4,35.64,59,0
Q,Basic,Online,46,118.8,71.28,40,0
Q,Basic,Online,27,79.2,47.52,34,0
Q,Basic,Online,18,79.2,47.52,35,0
Q,Basic,Online,41,49.5,29.7,27,0
Q,Basic,Online,28,79.2,47.52,39,0
Q,Basic,Online,65,59.4,35.64,31,0
Q,Basic,Online,109,49.5,29.7,57,0
Q,Basic,Online,3,19.8,11.88,31,0
B,Basic,Online,25,102,0,58,0
B,Basic,Online,43,40,0,36,0
B,Basic,Online,69,62,0,36,0
B,Basic,Online,241,20,0,36,0
B,Basic,Online,61,112,0,36,0
B,Basic,Online,45,81,0,36,0
B,Basic,Online,21,20,0,36,0
B,Basic,Online,34,29,0,36,0
B,Basic,Online,22,21,0,36,0
B,Basic,Online,48,51,0,36,0
B,Basic,Online,27,43,0,36,0
B,Basic,Online,14,42,0,36,0
B,Basic,Online,68,69,0,36,0
B,Basic,Online,23,47,0,36,0
B,Basic,Online,62,65,0,36,0
B,Basic,Online,51,29,0,36,0
B,Basic,Online,21,25,0,36,0
B,Basic,Online,21,81,0,36,0
B,Basic,Online,32,81,0,36,0
B,Basic,Online,6,32,0,36,0
B,Basic,Online,32,32,0,36,0
B,Basic,Online,4,25,0,36,0
B,Basic,Online,15,21,0,36,0
B,Basic,Online,32,20,0,36,0
B,Basic,Online,54,20,0,36,0
B,Basic,Online,29,41,0,66,0
B,Basic,Online,28,99,0,36,0
B,Basic,Online,65,80,0,36,0
K,Basic,Online,49,10,0,36,0
K,Basic,Online,65,38,0,36,0
K,Basic,Online,28,10,0,36,0
K,Basic,Online,165,32,0,36,0
K,Basic,Online,28,50,0,36,0
K,Basic,Online,79,39,0,36,0
K,Basic,Online,73,43,0,36,0
K,Basic,Online,78,80,0,36,0
K,Basic,Online,91,20,0,36,0
K,Basic,Online,8,10,0,36,0
K,Basic,Online,2,10,0,23,0
K,Basic,Online,2,10,0,36,0
K,Basic,Online,68,19,0,36,0
K,Basic,Online,1,10,0,62,0
K,Basic,Online,5,17,0,36,0
K,Basic,Online,65,80,0,19,0
K,Basic,Online,141,20,0,36,0
K,Basic,Online,16,24,0,36,0
K,Basic,Online,52,0,0,36,0
K,Basic,Online,11,80,0,62,0
K,Basic,Online,4,10,0,31,0
K,Basic,Online,5,29,0,36,0
K,Basic,Online,94,10,0,36,0
K,Basic,Online,57,10,0,36,0
K,Basic,Online,64,80,0,50,0
K,Basic,Online,11,10,0,31,0
K,Basic,Online,66,26,0,34,0
K,Basic,Online,27,80,0,37,0
K,Basic,Online,13,80,0,36,0
K,Basic,Online,24,76,0,36,0
K,Basic,Online,12,10,0,49,0
A,Basic,Online,54,20,0,36,0
A,Basic,Online,45,74,0,36,0
A,Basic,Online,34,28,0,36,0
A,Basic,Online,4,20,0,36,0
A,Basic,Online,55,20,0,36,0
A,Basic,Online,10,20,0,36,0
A,Basic,Online,7,20,0,36,0
A,Basic,Online,4,20,0,36,0
A,Basic,Online,21,46,0,36,0
A,Basic,Online,2,20,0,36,0
A,Basic,Online,4,27,0,60,0
A,Basic,Online,19,0,0,65,0
A,Basic,Online,31,38,0,36,0
A,Basic,Online,23,20,0,36,0
A,Basic,Online,62,20,0,36,0
Z,Premium,Online,53,31,12.4,118,0
Z,Premium,Online,39,72,28.8,118,0
Z,Basic,Online,14,33,12.54,48,0
Z,Premium,Online,119,31,12.4,25,0
H,Basic,Online,368,165,107.25,40,0
S,Basic,Online,27,67,43.55,45,0
W,Premium,Online,132,12.58,3.53,48,0
W,Premium,Online,139,11.19,3.14,48,0
W,Premium,Online,41,1.93,0.54,48,0
I,Premium,Online,14,18,6.3,42,0
I,Premium,Online,7,22,7.7,33,0
I,Premium,Online,51,26,9.1,62,0
I,Premium,Online,66,22,7.7,61,0
I,Premium,Online,10,57,19.95,43,0
I,Premium,Online,14,40,14,26,0
I,Premium,Online,46,35,12.25,22,0
I,Premium,Online,53,22,7.7,28,0
I,Premium,Online,36,40,14,27,0
Z,Premium,Online,7,26,9.1,52,0
Z,Premium,Online,34,45,15.75,26,0
Z,Basic,Online,6,58,22.04,22,0
Z,Premium,Online,19,51,17.85,118,0
C,Premium,Online,8,8.63,3.02,48,0
C,Premium,Online,35,18.59,6.51,48,0
J,Premium,Online,13,27,6.75,28,0
J,Premium,Online,13,26.5,6.63,48,0
J,Premium,Online,18,32.5,8.13,28,0
J,Premium,Online,20,20,5,45,0
J,Premium,Online,17,39,9.75,35,0
J,Premium,Online,56,0,20,15,0
J,Premium,Online,27,32.4,8.1,53,0
J,Premium,Online,27,32.4,8.1,53,0
J,Premium,Online,27,32.4,8.1,50,0
J,Premium,Online,27,32.4,8.1,57,0
J,Premium,Online,24,16,4,26,0
J,Premium,Online,56,0,10,39,0
J,Premium,Online,56,0,20,14,0
J,Premium,Online,22,33.5,8.38,32,0
J,Premium,Online,3,13.5,3.38,26,0
J,Premium,Online,47,33.5,8.38,28,0
J,Premium,Online,39,25.2,6.3,43,0
J,Premium,Online,49,39,9.75,62,0
J,Premium,Online,6,24,6,35,0
J,Premium,Online,44,0,6,48,0
J,Premium,Online,78,20,5,31,0
J,Premium,Online,29,21,5.25,71,0
J,Premium,Online,25,50,12.5,29,0
J,Premium,Online,8,21,5.25,43,0
J,Premium,Online,14,40.2,10.05,39,0
R,Premium,Online,57,88.5,22.13,25,0
R,Premium,Online,27,46.8,11.7,24,0
R,Premium,Online,4,22.5,5.63,28,0
R,Premium,Online,6,18.5,4.63,28,0
R,Premium,Online,62,39,9.75,67,0
R,Premium,Online,14,58.2,14.55,36,0
R,Premium,Online,27,18.5,4.63,28,1
R,Premium,Online,8,22.5,5.63,35,0
N,Premium,Online,11,42.5,10.63,51,0
E,Premium,Online,366,216,54,39,0
E,Premium,Online,381,193.2,48.3,74,0
E,Premium,Online,369,216,54,43,0
E,Premium,Online,365,216,54,42,0
E,Premium,Online,383,216,54,39,1
E,Premium,Online,395,259.2,64.8,53,0
E,Premium,Online,366,216,54,27,0
E,Premium,Online,371,216,54,29,0
D,Premium,Online,368,333,83.25,62,0
Q,Basic,Online,14,99,59.4,59,0
Q,Basic,Online,13,29.7,17.82,33,0
Q,Basic,Online,26,39.6,23.76,27,0
Q,Basic,Online,16,29.7,17.82,31,0
Q,Basic,Online,26,49.5,29.7,53,0
Q,Basic,Online,9,19.8,11.88,43,0
Q,Basic,Online,16,29.7,17.82,32,0
Q,Basic,Online,19,19.8,11.88,37,0
Q,Basic,Online,117,79.2,47.52,36,0
Q,Basic,Online,6,19.8,11.88,26,0
Q,Basic,Online,9,29.7,17.82,30,0
Q,Basic,Online,21,39.6,23.76,50,0
Q,Basic,Online,4,29.7,17.82,31,0
Q,Basic,Online,227,29.7,17.82,36,0
Q,Basic,Online,227,29.7,17.82,33,0
Q,Basic,Online,227,29.7,17.82,51,0
Q,Basic,Online,9,0,23.76,53,0
Q,Basic,Online,44,69.3,41.58,37,0
Q,Basic,Online,57,39.6,23.76,38,0
Q,Basic,Online,11,29.7,17.82,31,0
Q,Basic,Online,16,39.6,23.76,41,0
Q,Basic,Online,16,29.7,17.82,30,0
Q,Basic,Online,60,29.7,17.82,54,0
Q,Basic,Online,6,19.8,11.88,31,0
Q,Basic,Online,38,89.1,53.46,44,0
Q,Basic,Online,8,69.3,41.58,30,0
Q,Basic,Online,32,19.8,11.88,30,0
B,Basic,Online,6,20,0,36,0
B,Basic,Online,28,35,0,36,0
B,Basic,Online,12,20,0,36,0
B,Basic,Online,6,20,0,36,0
B,Basic,Online,3,20,0,36,0
B,Basic,Online,38,82,0,36,0
B,Basic,Online,9,28,0,36,0
B,Basic,Online,21,25,0,36,0
B,Basic,Online,2,37,0,36,0
B,Basic,Online,24,112,0,36,0
B,Basic,Online,29,70,0,36,0
B,Basic,Online,16,59,0,36,0
B,Basic,Online,20,22,0,46,0
B,Basic,Online,8,105,0,41,0
B,Basic,Online,12,21,0,36,0
B,Basic,Online,35,29,0,36,0
B,Basic,Online,5,33,0,36,0
B,Basic,Online,117,30,0,40,0
B,Basic,Online,19,43,0,36,0
B,Basic,Online,28,23,0,36,0
B,Basic,Online,10,20,0,26,0
B,Basic,Online,63,112,0,40,0
B,Basic,Online,7,20,0,36,0
B,Basic,Online,46,22,0,57,0
B,Basic,Online,12,46,0,36,0
B,Basic,Online,32,27,0,36,0
B,Basic,Online,16,20,0,36,0
B,Basic,Online,6,32,0,36,0
B,Basic,Online,16,51,0,36,0
B,Basic,Online,21,26,0,40,0
